transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,channel
TXN_000680,CUST_0251,PROD_LIM_034,2024-02-25,1,728.56,728.56,In-store
TXN_000681,CUST_0331,PROD_ART_037,2024-10-16,1,74.08,74.08,Online
TXN_000682,CUST_0683,PROD_EXH_001,2024-06-11,3,28.04,84.12,In-store
TXN_000683,CUST_0067,PROD_EXH_023,2024-09-01,1,15.17,15.17,In-store
TXN_000684,CUST_0468,PROD_MER_012,2024-12-11,1,16.17,16.17,In-store
TXN_000685,CUST_0659,PROD_ART_006,2024-05-06,1,36.7,36.7,In-store
TXN_000686,CUST_0422,PROD_ART_025,2024-09-12,3,55.76,167.28,In-store
TXN_000687,CUST_0594,PROD_MER_039,2024-11-28,1,19.38,19.38,In-store
TXN_000688,CUST_0441,PROD_MER_026,2024-09-16,1,10.99,10.99,Online
TXN_000689,CUST_0599,PROD_MER_001,2024-04-23,2,13.68,27.36,Online
TXN_000690,CUST_0678,PROD_MER_034,2024-10-10,1,16.89,16.89,In-store
TXN_000691,CUST_0473,PROD_EXH_010,2024-03-31,4,44.12,176.48,Online
TXN_000692,CUST_0159,PROD_ART_027,2024-04-25,1,37.01,37.01,Online
TXN_000693,CUST_0218,PROD_ART_007,2024-07-06,1,41.72,41.72,In-store
TXN_000694,CUST_0457,PROD_EXH_002,2024-09-23,1,19.13,19.13,In-store
TXN_000695,CUST_0573,PROD_MER_015,2024-04-14,1,14.43,14.43,In-store
TXN_000696,CUST_0562,PROD_ART_050,2024-02-15,2,29.52,59.04,In-store
TXN_000697,CUST_0203,PROD_EXH_001,2024-04-05,2,28.04,56.08,Online
TXN_000698,CUST_0571,PROD_MER_010,2024-04-10,1,21.95,21.95,In-store
TXN_000699,CUST_0360,PROD_EXH_034,2024-04-30,1,36.07,36.07,In-store
TXN_000700,CUST_0569,PROD_MER_031,2024-09-23,1,31.75,31.75,Online
TXN_000701,CUST_0032,PROD_MER_022,2024-04-30,1,28.36,28.36,In-store
TXN_000702,CUST_0083,PROD_MER_023,2024-01-28,1,25.59,25.59,In-store
TXN_000703,CUST_0670,PROD_MER_022,2024-05-13,1,28.36,28.36,In-store
TXN_000704,CUST_0258,PROD_MER_046,2024-10-10,1,30.16,30.16,In-store
TXN_000705,CUST_0780,PROD_MER_037,2024-04-12,1,22.82,22.82,In-store
TXN_000706,CUST_0080,PROD_LIM_028,2024-05-29,1,430.14,430.14,In-store
TXN_000707,CUST_0509,PROD_EXH_041,2024-10-13,1,39.71,39.71,Online
TXN_000708,CUST_0503,PROD_EXH_011,2024-06-06,2,23.15,46.3,In-store
TXN_000709,CUST_0467,PROD_MER_047,2024-03-26,2,15.01,30.02,In-store
TXN_000710,CUST_0628,PROD_LIM_041,2024-05-05,2,700.64,1401.28,In-store
TXN_000711,CUST_0701,PROD_EXH_021,2024-11-02,1,23.42,23.42,In-store
TXN_000712,CUST_0060,PROD_MER_028,2024-05-21,1,13.31,13.31,In-store
TXN_000713,CUST_0523,PROD_EXH_010,2024-10-19,1,44.12,44.12,In-store
TXN_000714,CUST_0166,PROD_EXH_035,2024-03-28,3,28.52,85.56,Online
TXN_000715,CUST_0533,PROD_LIM_011,2024-11-02,1,494.49,494.49,In-store
TXN_000716,CUST_0206,PROD_ART_026,2024-07-26,1,73.0,73.0,In-store
TXN_000717,CUST_0793,PROD_MER_038,2024-10-28,1,31.59,31.59,In-store
TXN_000718,CUST_0564,PROD_LIM_022,2024-04-21,2,412.53,825.06,In-store
TXN_000719,CUST_0520,PROD_MER_050,2024-06-26,1,11.56,11.56,In-store
TXN_000720,CUST_0038,PROD_ART_017,2024-10-28,1,51.35,51.35,Online
TXN_000721,CUST_0376,PROD_EXH_023,2024-12-08,1,15.17,15.17,In-store
TXN_000722,CUST_0680,PROD_EXH_030,2024-10-24,4,33.51,134.04,In-store
TXN_000723,CUST_0727,PROD_MER_008,2024-10-31,1,19.64,19.64,Online
TXN_000724,CUST_0655,PROD_MER_046,2024-10-18,2,30.16,60.32,In-store
TXN_000725,CUST_0734,PROD_ART_019,2024-02-20,2,75.49,150.98,In-store
TXN_000726,CUST_0447,PROD_MER_026,2024-04-13,1,10.99,10.99,In-store
TXN_000727,CUST_0081,PROD_MER_045,2024-09-02,1,30.69,30.69,In-store
TXN_000728,CUST_0300,PROD_ART_015,2024-10-13,2,32.09,64.18,In-store
TXN_000729,CUST_0488,PROD_MER_011,2024-09-08,1,23.54,23.54,In-store
TXN_000730,CUST_0707,PROD_ART_044,2024-10-13,4,37.11,148.44,In-store
TXN_000731,CUST_0072,PROD_EXH_010,2024-11-25,2,44.12,88.24,In-store
TXN_000732,CUST_0594,PROD_EXH_005,2024-10-24,1,33.94,33.94,In-store
TXN_000733,CUST_0205,PROD_EXH_005,2024-09-01,2,33.94,67.88,Online
TXN_000734,CUST_0002,PROD_MER_038,2024-02-01,1,31.59,31.59,In-store
TXN_000735,CUST_0227,PROD_ART_045,2024-08-09,2,31.32,62.64,In-store
TXN_000736,CUST_0333,PROD_MER_022,2024-03-31,1,28.36,28.36,In-store
TXN_000737,CUST_0563,PROD_EXH_042,2024-09-08,3,39.64,118.92,In-store
TXN_000738,CUST_0183,PROD_ART_024,2024-11-15,3,77.95,233.85,In-store
TXN_000739,CUST_0551,PROD_MER_043,2024-01-12,1,31.64,31.64,Online
TXN_000740,CUST_0171,PROD_ART_012,2024-10-25,1,61.89,61.89,Online
TXN_000741,CUST_0786,PROD_MER_043,2024-12-07,1,31.64,31.64,In-store
TXN_000742,CUST_0052,PROD_ART_011,2024-02-21,1,74.44,74.44,Online
TXN_000743,CUST_0381,PROD_EXH_004,2024-04-07,1,20.12,20.12,In-store
TXN_000744,CUST_0397,PROD_EXH_037,2024-03-05,1,27.65,27.65,In-store
TXN_000745,CUST_0090,PROD_EXH_012,2024-12-01,1,37.31,37.31,In-store
TXN_000746,CUST_0392,PROD_ART_050,2024-07-10,3,29.52,88.56,In-store
TXN_000747,CUST_0142,PROD_ART_023,2024-04-14,1,71.17,71.17,In-store
TXN_000748,CUST_0378,PROD_ART_042,2024-01-21,1,56.53,56.53,In-store
TXN_000749,CUST_0526,PROD_ART_016,2024-08-18,2,78.72,157.44,Online
TXN_000750,CUST_0612,PROD_LIM_026,2024-06-26,1,684.57,684.57,In-store
TXN_000751,CUST_0086,PROD_MER_036,2024-02-09,1,13.72,13.72,In-store
TXN_000752,CUST_0571,PROD_MER_039,2024-04-07,1,19.38,19.38,Online
TXN_000753,CUST_0513,PROD_MER_044,2024-02-02,1,21.4,21.4,In-store
TXN_000754,CUST_0290,PROD_ART_022,2024-09-01,1,66.47,66.47,Online
TXN_000755,CUST_0012,PROD_ART_046,2024-09-04,1,75.03,75.03,In-store
TXN_000756,CUST_0429,PROD_EXH_014,2024-01-03,1,17.13,17.13,In-store
TXN_000757,CUST_0795,PROD_EXH_006,2024-10-24,1,38.66,38.66,In-store
TXN_000758,CUST_0429,PROD_ART_034,2024-04-13,1,27.65,27.65,Online
TXN_000759,CUST_0647,PROD_ART_046,2024-05-27,1,75.03,75.03,In-store
TXN_000760,CUST_0767,PROD_EXH_033,2024-01-14,2,15.89,31.78,In-store
TXN_000761,CUST_0503,PROD_MER_032,2024-10-15,1,28.65,28.65,Online
TXN_000762,CUST_0161,PROD_ART_039,2024-03-28,1,68.7,68.7,In-store
TXN_000763,CUST_0207,PROD_ART_006,2024-08-01,1,36.7,36.7,In-store
TXN_000764,CUST_0672,PROD_EXH_030,2024-01-29,2,33.51,67.02,In-store
TXN_000765,CUST_0494,PROD_EXH_024,2024-11-10,1,16.48,16.48,In-store
TXN_000766,CUST_0445,PROD_ART_014,2024-08-30,3,50.32,150.96,In-store
TXN_000767,CUST_0713,PROD_ART_028,2024-01-28,1,54.74,54.74,In-store
TXN_000768,CUST_0010,PROD_MER_031,2024-11-02,1,31.75,31.75,Online
TXN_000769,CUST_0520,PROD_MER_035,2024-09-15,2,10.86,21.72,Online
TXN_000770,CUST_0211,PROD_MER_047,2024-03-02,1,15.01,15.01,Online
TXN_000771,CUST_0583,PROD_ART_047,2024-03-20,1,72.77,72.77,In-store
TXN_000772,CUST_0339,PROD_MER_048,2024-12-20,1,11.49,11.49,In-store
TXN_000773,CUST_0502,PROD_ART_005,2024-04-17,1,36.85,36.85,In-store
TXN_000774,CUST_0469,PROD_EXH_034,2024-05-24,4,36.07,144.28,Online
TXN_000775,CUST_0285,PROD_EXH_022,2024-12-30,1,32.73,32.73,Online
TXN_000776,CUST_0292,PROD_EXH_034,2024-03-15,2,36.07,72.14,Online
TXN_000777,CUST_0119,PROD_MER_039,2024-10-13,1,19.38,19.38,In-store
TXN_000778,CUST_0702,PROD_EXH_045,2024-03-07,1,16.79,16.79,In-store
TXN_000779,CUST_0299,PROD_ART_038,2024-07-31,2,54.22,108.44,In-store
TXN_000780,CUST_0762,PROD_EXH_010,2024-06-04,1,44.12,44.12,In-store
TXN_000781,CUST_0442,PROD_MER_001,2024-06-25,1,13.68,13.68,In-store
TXN_000782,CUST_0282,PROD_MER_031,2024-10-27,2,31.75,63.5,In-store
TXN_000783,CUST_0607,PROD_MER_011,2024-10-14,1,23.54,23.54,In-store
TXN_000784,CUST_0472,PROD_EXH_031,2024-12-26,2,30.95,61.9,Online
TXN_000785,CUST_0572,PROD_ART_044,2024-09-06,1,37.11,37.11,In-store
TXN_000786,CUST_0195,PROD_MER_018,2024-02-20,1,18.68,18.68,In-store
TXN_000787,CUST_0695,PROD_ART_040,2024-03-23,1,48.61,48.61,Online
TXN_000788,CUST_0362,PROD_MER_005,2024-09-29,1,34.87,34.87,In-store
TXN_000789,CUST_0532,PROD_ART_034,2024-03-15,2,27.65,55.3,In-store
TXN_000790,CUST_0733,PROD_ART_019,2024-10-09,1,75.49,75.49,In-store
TXN_000791,CUST_0520,PROD_MER_012,2024-11-13,1,16.17,16.17,In-store
TXN_000792,CUST_0260,PROD_LIM_049,2024-02-17,1,419.2,419.2,Online
TXN_000793,CUST_0298,PROD_MER_014,2024-08-25,1,30.67,30.67,In-store
TXN_000794,CUST_0608,PROD_LIM_020,2024-01-29,1,573.99,573.99,Online
TXN_000795,CUST_0061,PROD_MER_008,2024-09-22,1,19.64,19.64,Online
TXN_000796,CUST_0454,PROD_ART_011,2024-03-11,1,74.44,74.44,In-store
TXN_000797,CUST_0622,PROD_ART_045,2024-11-22,1,31.32,31.32,In-store
TXN_000798,CUST_0711,PROD_MER_039,2024-03-05,1,19.38,19.38,Online
TXN_000799,CUST_0191,PROD_EXH_016,2024-10-22,1,29.17,29.17,In-store
TXN_000800,CUST_0302,PROD_EXH_016,2024-08-30,1,29.17,29.17,In-store
TXN_000801,CUST_0773,PROD_EXH_041,2024-07-24,1,39.71,39.71,Online
TXN_000802,CUST_0709,PROD_ART_046,2024-07-15,1,75.03,75.03,In-store
TXN_000803,CUST_0457,PROD_EXH_013,2024-04-24,1,23.07,23.07,In-store
TXN_000804,CUST_0733,PROD_LIM_012,2024-07-29,2,497.08,994.16,In-store
TXN_000805,CUST_0301,PROD_ART_022,2024-07-09,1,66.47,66.47,In-store
TXN_000806,CUST_0262,PROD_EXH_021,2024-07-11,1,23.42,23.42,In-store
TXN_000807,CUST_0108,PROD_MER_018,2024-05-15,1,18.68,18.68,In-store
TXN_000808,CUST_0701,PROD_EXH_022,2024-06-29,1,32.73,32.73,In-store
TXN_000809,CUST_0160,PROD_LIM_032,2024-01-15,1,258.46,258.46,In-store
TXN_000810,CUST_0021,PROD_MER_023,2024-12-25,1,25.59,25.59,In-store
TXN_000811,CUST_0150,PROD_MER_021,2024-04-13,1,15.18,15.18,In-store
TXN_000812,CUST_0744,PROD_LIM_043,2024-03-30,1,792.22,792.22,In-store
TXN_000813,CUST_0705,PROD_ART_031,2024-02-07,1,41.57,41.57,In-store
TXN_000814,CUST_0509,PROD_MER_035,2024-04-05,2,10.86,21.72,In-store
TXN_000815,CUST_0437,PROD_EXH_012,2024-01-12,2,37.31,74.62,Online
TXN_000816,CUST_0061,PROD_EXH_040,2024-08-23,1,35.24,35.24,Online
TXN_000817,CUST_0079,PROD_EXH_040,2024-09-14,1,35.24,35.24,In-store
TXN_000818,CUST_0738,PROD_MER_027,2024-10-16,2,27.77,55.54,Online
TXN_000819,CUST_0289,PROD_EXH_028,2024-09-17,1,42.95,42.95,In-store
TXN_000820,CUST_0370,PROD_EXH_040,2024-05-12,1,35.24,35.24,In-store
TXN_000821,CUST_0418,PROD_MER_036,2024-10-16,2,13.72,27.44,In-store
TXN_000822,CUST_0133,PROD_ART_023,2024-07-26,4,71.17,284.68,Online
TXN_000823,CUST_0080,PROD_ART_001,2024-05-04,1,72.07,72.07,In-store
TXN_000824,CUST_0474,PROD_ART_031,2024-09-09,2,41.57,83.14,In-store
TXN_000825,CUST_0446,PROD_EXH_046,2024-09-30,1,41.15,41.15,In-store
TXN_000826,CUST_0099,PROD_EXH_031,2024-03-31,3,30.95,92.85,In-store
TXN_000827,CUST_0773,PROD_MER_022,2024-05-14,1,28.36,28.36,Online
TXN_000828,CUST_0608,PROD_LIM_047,2024-04-24,1,238.26,238.26,In-store
TXN_000829,CUST_0175,PROD_EXH_001,2024-02-02,2,28.04,56.08,In-store
TXN_000830,CUST_0369,PROD_ART_033,2024-10-15,1,65.16,65.16,In-store
TXN_000831,CUST_0777,PROD_EXH_008,2024-09-08,2,18.95,37.9,In-store
TXN_000832,CUST_0521,PROD_MER_023,2024-09-23,1,25.59,25.59,In-store
TXN_000833,CUST_0194,PROD_ART_029,2024-10-18,1,39.48,39.48,In-store
TXN_000834,CUST_0577,PROD_EXH_020,2024-02-28,1,29.09,29.09,In-store
TXN_000835,CUST_0629,PROD_LIM_046,2024-08-03,1,478.55,478.55,In-store
TXN_000836,CUST_0683,PROD_ART_050,2024-11-27,1,29.52,29.52,In-store
TXN_000837,CUST_0582,PROD_MER_023,2024-03-30,1,25.59,25.59,In-store
TXN_000838,CUST_0531,PROD_EXH_022,2024-08-29,2,32.73,65.46,In-store
TXN_000839,CUST_0747,PROD_ART_020,2024-10-22,1,32.01,32.01,In-store
TXN_000840,CUST_0120,PROD_LIM_030,2024-10-15,2,167.82,335.64,In-store
TXN_000841,CUST_0516,PROD_MER_009,2024-03-31,2,23.54,47.08,Online
TXN_000842,CUST_0048,PROD_MER_013,2024-08-19,1,21.01,21.01,In-store
TXN_000843,CUST_0448,PROD_MER_009,2024-10-30,1,23.54,23.54,In-store
TXN_000844,CUST_0032,PROD_MER_007,2024-01-06,1,25.17,25.17,Online
TXN_000845,CUST_0709,PROD_ART_004,2024-02-23,1,63.18,63.18,In-store
TXN_000846,CUST_0490,PROD_MER_016,2024-03-12,1,18.56,18.56,In-store
TXN_000847,CUST_0152,PROD_EXH_017,2024-09-19,2,42.22,84.44,In-store
TXN_000848,CUST_0590,PROD_LIM_039,2024-06-19,1,664.62,664.62,In-store
TXN_000849,CUST_0351,PROD_MER_046,2024-04-15,1,30.16,30.16,In-store
TXN_000850,CUST_0479,PROD_MER_041,2024-05-27,1,21.03,21.03,In-store
TXN_000851,CUST_0462,PROD_ART_005,2024-04-28,1,36.85,36.85,In-store
TXN_000852,CUST_0454,PROD_LIM_025,2024-07-27,1,440.17,440.17,Online
TXN_000853,CUST_0331,PROD_EXH_036,2024-12-19,1,19.96,19.96,Online
TXN_000854,CUST_0718,PROD_ART_043,2024-07-13,1,28.5,28.5,Online
TXN_000855,CUST_0558,PROD_ART_042,2024-10-23,1,56.53,56.53,Online
TXN_000856,CUST_0582,PROD_MER_014,2024-03-26,1,30.67,30.67,Online
TXN_000857,CUST_0481,PROD_EXH_003,2024-01-05,1,41.78,41.78,In-store
TXN_000858,CUST_0632,PROD_LIM_013,2024-03-24,1,683.01,683.01,Online
TXN_000859,CUST_0433,PROD_ART_023,2024-02-10,3,71.17,213.51,In-store
TXN_000860,CUST_0428,PROD_MER_015,2024-10-14,1,14.43,14.43,Online
TXN_000861,CUST_0438,PROD_ART_017,2024-10-08,1,51.35,51.35,In-store
TXN_000862,CUST_0788,PROD_EXH_049,2024-06-02,1,26.07,26.07,In-store
TXN_000863,CUST_0263,PROD_ART_045,2024-12-08,1,31.32,31.32,In-store
TXN_000864,CUST_0261,PROD_MER_003,2024-04-21,1,33.9,33.9,In-store
TXN_000865,CUST_0215,PROD_MER_040,2024-02-15,1,15.08,15.08,Online
TXN_000866,CUST_0459,PROD_EXH_019,2024-09-01,1,28.51,28.51,Online
TXN_000867,CUST_0076,PROD_EXH_023,2024-10-29,1,15.17,15.17,In-store
TXN_000868,CUST_0100,PROD_ART_009,2024-03-10,1,37.8,37.8,In-store
TXN_000869,CUST_0316,PROD_ART_011,2024-04-09,2,74.44,148.88,In-store
TXN_000870,CUST_0324,PROD_MER_016,2024-09-17,1,18.56,18.56,Online
TXN_000871,CUST_0212,PROD_EXH_026,2024-03-20,2,28.89,57.78,In-store
TXN_000872,CUST_0025,PROD_MER_034,2024-09-14,2,16.89,33.78,In-store
TXN_000873,CUST_0323,PROD_EXH_013,2024-03-18,2,23.07,46.14,In-store
TXN_000874,CUST_0233,PROD_EXH_009,2024-05-13,2,26.54,53.08,In-store
TXN_000875,CUST_0544,PROD_MER_013,2024-10-11,1,21.01,21.01,In-store
TXN_000876,CUST_0071,PROD_EXH_017,2024-03-17,4,42.22,168.88,In-store
TXN_000877,CUST_0223,PROD_EXH_040,2024-12-24,2,35.24,70.48,Online
TXN_000878,CUST_0252,PROD_EXH_015,2024-12-25,2,15.09,30.18,Online
TXN_000879,CUST_0749,PROD_EXH_036,2024-09-02,3,19.96,59.88,In-store
TXN_000880,CUST_0136,PROD_EXH_015,2024-10-28,1,15.09,15.09,In-store
TXN_000881,CUST_0621,PROD_ART_041,2024-10-31,2,79.75,159.5,Online
TXN_000882,CUST_0310,PROD_MER_025,2024-02-21,1,28.27,28.27,In-store
TXN_000883,CUST_0471,PROD_ART_046,2024-10-25,1,75.03,75.03,In-store
TXN_000884,CUST_0461,PROD_EXH_010,2024-01-19,1,44.12,44.12,In-store
TXN_000885,CUST_0788,PROD_EXH_046,2024-07-09,1,41.15,41.15,Online
TXN_000886,CUST_0250,PROD_ART_011,2024-05-19,1,74.44,74.44,In-store
TXN_000887,CUST_0280,PROD_ART_009,2024-11-05,1,37.8,37.8,Online
TXN_000888,CUST_0197,PROD_ART_044,2024-12-19,1,37.11,37.11,In-store
TXN_000889,CUST_0326,PROD_MER_020,2024-04-20,1,25.66,25.66,In-store
TXN_000890,CUST_0190,PROD_ART_026,2024-03-23,1,73.0,73.0,In-store
TXN_000891,CUST_0436,PROD_EXH_043,2024-05-12,1,40.89,40.89,Online
TXN_000892,CUST_0183,PROD_ART_010,2024-12-12,1,68.36,68.36,In-store
TXN_000893,CUST_0146,PROD_ART_044,2024-05-18,1,37.11,37.11,In-store
TXN_000894,CUST_0584,PROD_EXH_050,2024-08-06,1,32.89,32.89,In-store
TXN_000895,CUST_0329,PROD_EXH_049,2024-10-02,4,26.07,104.28,In-store
TXN_000896,CUST_0123,PROD_EXH_036,2024-03-13,1,19.96,19.96,In-store
TXN_000897,CUST_0210,PROD_EXH_001,2024-06-18,1,28.04,28.04,In-store
TXN_000898,CUST_0069,PROD_EXH_009,2024-04-18,2,26.54,53.08,Online
TXN_000899,CUST_0447,PROD_ART_044,2024-10-17,1,37.11,37.11,In-store
TXN_000900,CUST_0380,PROD_ART_033,2024-07-15,1,65.16,65.16,In-store
TXN_000901,CUST_0333,PROD_EXH_032,2024-05-12,1,30.22,30.22,In-store
TXN_000902,CUST_0060,PROD_MER_021,2024-09-16,1,15.18,15.18,In-store
TXN_000903,CUST_0455,PROD_EXH_042,2024-03-19,3,39.64,118.92,Online
TXN_000904,CUST_0607,PROD_EXH_035,2024-09-05,1,28.52,28.52,Online
TXN_000905,CUST_0267,PROD_MER_011,2024-10-22,1,23.54,23.54,In-store
TXN_000906,CUST_0685,PROD_ART_004,2024-01-18,4,63.18,252.72,In-store
TXN_000907,CUST_0235,PROD_ART_003,2024-04-27,2,29.24,58.48,In-store
TXN_000908,CUST_0445,PROD_ART_001,2024-05-16,2,72.07,144.14,In-store
TXN_000909,CUST_0033,PROD_ART_003,2024-03-16,1,29.24,29.24,In-store
TXN_000910,CUST_0085,PROD_ART_011,2024-06-02,3,74.44,223.32,In-store
TXN_000911,CUST_0474,PROD_ART_031,2024-05-02,1,41.57,41.57,In-store
TXN_000912,CUST_0197,PROD_LIM_010,2024-04-10,2,228.36,456.72,In-store
TXN_000913,CUST_0196,PROD_ART_006,2024-10-25,2,36.7,73.4,In-store
TXN_000914,CUST_0257,PROD_EXH_047,2024-04-11,1,18.43,18.43,Online
TXN_000915,CUST_0743,PROD_ART_002,2024-03-17,1,71.04,71.04,Online
TXN_000916,CUST_0329,PROD_ART_044,2024-07-24,1,37.11,37.11,In-store
TXN_000917,CUST_0275,PROD_MER_036,2024-05-03,1,13.72,13.72,In-store
TXN_000918,CUST_0734,PROD_ART_041,2024-10-03,3,79.75,239.25,Online
TXN_000919,CUST_0477,PROD_ART_050,2024-12-27,1,29.52,29.52,In-store
TXN_000920,CUST_0548,PROD_ART_044,2024-04-08,2,37.11,74.22,Online
TXN_000921,CUST_0020,PROD_MER_029,2024-10-29,1,32.74,32.74,Online
TXN_000922,CUST_0690,PROD_ART_007,2024-05-11,1,41.72,41.72,In-store
TXN_000923,CUST_0214,PROD_MER_006,2024-10-06,2,34.6,69.2,In-store
TXN_000924,CUST_0466,PROD_MER_020,2024-04-20,1,25.66,25.66,In-store
TXN_000925,CUST_0175,PROD_MER_037,2024-09-02,2,22.82,45.64,In-store
TXN_000926,CUST_0024,PROD_EXH_014,2024-09-30,1,17.13,17.13,Online
TXN_000927,CUST_0746,PROD_LIM_021,2024-02-06,1,401.81,401.81,In-store
TXN_000928,CUST_0649,PROD_EXH_017,2024-02-18,1,42.22,42.22,In-store
TXN_000929,CUST_0323,PROD_EXH_033,2024-10-13,1,15.89,15.89,In-store
TXN_000930,CUST_0342,PROD_LIM_005,2024-12-05,1,385.25,385.25,Online
TXN_000931,CUST_0328,PROD_LIM_016,2024-08-03,1,525.18,525.18,In-store
TXN_000932,CUST_0118,PROD_ART_039,2024-01-07,1,68.7,68.7,In-store
TXN_000933,CUST_0287,PROD_MER_033,2024-08-22,1,11.44,11.44,In-store
TXN_000934,CUST_0736,PROD_LIM_013,2024-04-05,1,683.01,683.01,In-store
TXN_000935,CUST_0134,PROD_EXH_040,2024-06-09,1,35.24,35.24,In-store
TXN_000936,CUST_0453,PROD_MER_008,2024-06-13,1,19.64,19.64,In-store
TXN_000937,CUST_0398,PROD_EXH_047,2024-04-29,1,18.43,18.43,In-store
TXN_000938,CUST_0474,PROD_ART_006,2024-10-20,1,36.7,36.7,Online
TXN_000939,CUST_0103,PROD_ART_037,2024-04-20,1,74.08,74.08,Online
TXN_000940,CUST_0160,PROD_ART_014,2024-07-31,1,50.32,50.32,Online
TXN_000941,CUST_0126,PROD_EXH_031,2024-09-15,1,30.95,30.95,Online
TXN_000942,CUST_0118,PROD_MER_018,2024-01-09,1,18.68,18.68,In-store
TXN_000943,CUST_0167,PROD_EXH_024,2024-03-26,2,16.48,32.96,In-store
TXN_000944,CUST_0635,PROD_EXH_001,2024-12-13,2,28.04,56.08,Online
TXN_000945,CUST_0170,PROD_EXH_026,2024-09-02,1,28.89,28.89,In-store
TXN_000946,CUST_0365,PROD_EXH_027,2024-08-10,1,21.56,21.56,In-store
TXN_000947,CUST_0024,PROD_EXH_038,2024-04-28,2,41.47,82.94,In-store
TXN_000948,CUST_0669,PROD_EXH_044,2024-01-04,1,16.53,16.53,In-store
TXN_000949,CUST_0743,PROD_ART_011,2024-12-21,1,74.44,74.44,In-store
TXN_000950,CUST_0288,PROD_ART_019,2024-04-16,1,75.49,75.49,In-store
TXN_000951,CUST_0133,PROD_ART_007,2024-02-20,4,41.72,166.88,Online
TXN_000952,CUST_0773,PROD_ART_025,2024-08-20,1,55.76,55.76,In-store
TXN_000953,CUST_0328,PROD_ART_021,2024-03-21,1,78.5,78.5,In-store
TXN_000954,CUST_0627,PROD_MER_045,2024-02-24,1,30.69,30.69,In-store
TXN_000955,CUST_0320,PROD_MER_013,2024-10-17,1,21.01,21.01,In-store
TXN_000956,CUST_0610,PROD_MER_049,2024-04-19,2,20.98,41.96,In-store
TXN_000957,CUST_0048,PROD_MER_050,2024-04-11,2,11.56,23.12,In-store
TXN_000958,CUST_0037,PROD_EXH_025,2024-01-23,1,16.1,16.1,Online
TXN_000959,CUST_0788,PROD_EXH_015,2024-04-13,1,15.09,15.09,In-store
TXN_000960,CUST_0775,PROD_EXH_008,2024-07-20,1,18.95,18.95,In-store
TXN_000961,CUST_0302,PROD_MER_033,2024-04-19,1,11.44,11.44,Online
TXN_000962,CUST_0700,PROD_ART_010,2024-11-05,1,68.36,68.36,In-store
TXN_000963,CUST_0353,PROD_ART_046,2024-09-11,2,75.03,150.06,Online
TXN_000964,CUST_0113,PROD_EXH_016,2024-08-22,1,29.17,29.17,In-store
TXN_000965,CUST_0223,PROD_EXH_005,2024-09-28,1,33.94,33.94,In-store
TXN_000966,CUST_0502,PROD_MER_035,2024-04-29,1,10.86,10.86,In-store
TXN_000967,CUST_0539,PROD_ART_043,2024-10-12,1,28.5,28.5,Online
TXN_000968,CUST_0116,PROD_ART_010,2024-08-01,1,68.36,68.36,Online
TXN_000969,CUST_0331,PROD_ART_034,2024-07-23,2,27.65,55.3,In-store
TXN_000970,CUST_0275,PROD_MER_011,2024-06-17,1,23.54,23.54,In-store
TXN_000971,CUST_0132,PROD_ART_039,2024-07-25,1,68.7,68.7,In-store
TXN_000972,CUST_0295,PROD_MER_018,2024-12-28,1,18.68,18.68,In-store
TXN_000973,CUST_0431,PROD_ART_019,2024-04-22,1,75.49,75.49,Online
TXN_000974,CUST_0355,PROD_ART_047,2024-07-22,1,72.77,72.77,In-store
TXN_000975,CUST_0521,PROD_ART_016,2024-03-13,2,78.72,157.44,Online
TXN_000976,CUST_0282,PROD_MER_003,2024-04-12,1,33.9,33.9,In-store
TXN_000977,CUST_0184,PROD_MER_031,2024-09-05,1,31.75,31.75,In-store
TXN_000978,CUST_0557,PROD_MER_035,2024-03-29,1,10.86,10.86,In-store
TXN_000979,CUST_0073,PROD_ART_006,2024-10-31,1,36.7,36.7,In-store
TXN_000980,CUST_0460,PROD_MER_048,2024-02-15,1,11.49,11.49,In-store
TXN_000981,CUST_0277,PROD_MER_013,2024-05-22,1,21.01,21.01,In-store
TXN_000982,CUST_0464,PROD_EXH_018,2024-05-05,1,23.3,23.3,In-store
TXN_000983,CUST_0794,PROD_MER_019,2024-04-20,2,24.57,49.14,Online
TXN_000984,CUST_0448,PROD_MER_032,2024-03-28,1,28.65,28.65,In-store
TXN_000985,CUST_0606,PROD_EXH_036,2024-04-05,2,19.96,39.92,Online
TXN_000986,CUST_0567,PROD_ART_032,2024-05-19,4,29.08,116.32,Online
TXN_000987,CUST_0704,PROD_ART_030,2024-01-31,1,25.68,25.68,In-store
TXN_000988,CUST_0561,PROD_ART_048,2024-09-18,1,77.57,77.57,In-store
TXN_000989,CUST_0058,PROD_EXH_023,2024-09-30,1,15.17,15.17,In-store
TXN_000990,CUST_0485,PROD_MER_018,2024-01-05,2,18.68,37.36,In-store
TXN_000991,CUST_0219,PROD_MER_006,2024-09-08,1,34.6,34.6,In-store
TXN_000992,CUST_0318,PROD_MER_023,2024-01-30,2,25.59,51.18,Online
TXN_000993,CUST_0780,PROD_ART_040,2024-05-09,1,48.61,48.61,In-store
TXN_000994,CUST_0415,PROD_ART_032,2024-03-25,1,29.08,29.08,Online
TXN_000995,CUST_0380,PROD_ART_037,2024-09-08,2,74.08,148.16,In-store
